PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
2732,0,2,male,34.2,1,1,123.1,S
2733,0,3,male,31.9,0,0,59.2,S
2734,1,1,male,13.2,2,0,47.57,C
2735,1,2,female,39.2,0,0,1.21,S
2736,1,3,male,23.1,0,0,56.92,S
2737,1,1,male,23.7,0,1,44.36,S
2738,0,3,male,23.1,0,1,33.66,S
2739,1,3,male,36.1,1,0,39.08,Q
2740,0,3,female,8.5,1,0,100.22,S
2741,0,3,female,27.0,0,1,0.27,S
2742,0,3,male,43.7,0,0,6.83,C
2743,0,3,female,12.6,2,0,90.06,S
2744,0,1,male,32.4,1,0,0.33,C
2745,1,3,male,21.2,0,0,93.58,S
2746,1,2,male,24.3,2,0,1.2,C
2747,0,1,female,53.2,0,0,60.44,S
2748,0,3,male,6.9,0,0,88.63,C
2749,1,1,male,40.7,1,0,37.92,C
2750,1,2,male,23.3,2,0,41.03,S
2751,0,1,female,22.6,1,0,2.08,C
2752,1,1,female,14.4,0,2,9.47,S
2753,0,1,female,40.6,0,2,91.89,S
2754,0,1,female,27.3,1,0,69.43,S
2755,1,3,female,25.6,1,1,2.46,S
2756,0,3,female,31.5,0,0,67.06,S
2757,0,2,female,27.6,2,0,22.03,C
2758,1,3,female,2.0,0,0,32.9,S
2759,1,1,male,23.1,0,0,4.59,C
2760,0,2,male,42.5,0,1,20.34,C
2761,0,1,female,8.9,1,1,22.83,C
2762,0,3,female,14.7,1,0,44.28,S
2763,1,2,female,24.0,0,0,42.86,C
2764,0,3,female,19.8,0,1,31.84,Q
2765,0,3,female,29.6,0,1,1.28,S
2766,1,3,male,14.7,0,0,7.05,S
2767,0,3,male,24.6,1,0,6.99,C
2768,0,3,male,29.3,1,0,87.47,S
2769,0,2,male,39.1,0,0,92.79,S
2770,1,2,male,47.4,0,0,65.7,S
2771,0,3,male,26.3,1,0,7.69,S
2772,0,3,male,56.4,1,0,73.34,S
2773,1,1,female,27.4,0,0,8.31,S
2774,0,2,male,41.6,0,0,32.35,C
2775,0,3,female,57.0,0,0,52.95,C
2776,0,2,female,32.0,1,0,2.12,S
2777,0,1,male,10.8,0,0,36.45,S
2778,0,3,male,31.3,1,0,11.57,S
2779,0,3,female,21.4,0,0,27.55,S
2780,0,3,female,26.2,1,0,19.37,S
2781,0,3,male,57.8,1,0,46.41,C
2782,1,3,male,12.9,0,1,26.87,S
2783,1,1,male,34.2,2,0,14.36,S
2784,1,2,male,17.7,0,0,96.48,Q
2785,1,3,male,25.7,0,0,127.82,S
2786,0,3,male,40.4,0,0,64.76,S
2787,1,1,male,34.5,1,0,34.77,S
2788,0,3,female,26.8,0,0,86.3,S
2789,1,3,female,20.9,0,1,36.82,S
2790,1,2,female,34.4,0,0,6.45,S
2791,1,2,female,53.9,0,0,0.7,S
2792,1,1,female,17.4,0,0,51.77,Q
2793,0,3,male,56.8,1,0,55.85,S
2794,0,3,male,46.8,0,2,104.05,Q
2795,0,2,female,49.2,1,1,69.54,S
2796,0,3,female,34.3,0,0,40.82,S
2797,0,3,male,46.4,2,0,8.44,S
2798,1,3,male,15.9,1,0,36.06,C
2799,1,3,female,20.6,0,0,22.81,S
2800,0,2,male,40.7,0,0,10.56,S
2801,1,3,male,34.1,0,1,64.2,C
2802,1,1,female,27.9,0,0,6.48,C
2803,1,3,male,0.0,1,1,39.81,Q
2804,1,1,female,23.9,2,0,37.74,C
2805,0,3,female,13.6,0,0,14.47,S
2806,1,3,male,36.9,1,0,22.43,S
2807,1,1,male,27.3,1,1,4.96,S
2808,0,2,male,21.2,1,0,1.03,S
2809,0,3,male,67.0,1,0,0.52,Q
2810,1,3,female,44.5,1,0,7.66,C
2811,0,2,male,44.8,0,0,80.69,C
2812,1,3,male,60.8,0,0,29.58,S
2813,1,2,male,41.2,0,0,4.98,C
2814,0,1,male,19.2,0,0,94.36,S
2815,0,1,male,17.6,0,0,33.66,S
2816,1,1,female,43.5,1,0,1.13,S
2817,0,3,male,1.2,1,0,57.54,Q
2818,0,3,male,28.9,1,1,25.66,Q
2819,0,2,male,0.0,1,0,30.45,C
2820,0,3,female,31.4,0,0,38.0,C
2821,1,1,male,42.0,0,0,3.97,S
2822,0,3,female,33.9,0,1,118.06,S
2823,1,1,male,43.1,0,0,11.8,S
2824,0,3,female,57.5,1,0,38.9,S
2825,0,3,male,28.0,1,0,77.4,S
2826,1,1,female,69.3,1,0,16.13,C
2827,1,3,male,33.0,0,0,39.51,S
2828,0,1,female,43.3,0,0,179.95,S
2829,0,2,male,21.4,0,0,76.37,S
2830,0,1,female,52.7,0,0,60.44,Q
2831,0,2,female,44.6,0,0,23.14,S
2832,1,1,male,50.6,0,0,24.01,S
2833,0,2,male,30.8,1,0,26.59,C
2834,0,2,female,12.4,0,1,46.9,S
2835,0,2,male,36.4,0,0,6.24,C
2836,1,3,female,6.2,0,0,78.94,C
2837,1,3,male,25.3,1,1,0.73,C
2838,0,2,male,32.7,2,0,7.45,S
2839,1,1,female,63.3,0,0,26.3,Q
2840,0,2,male,34.5,2,1,11.62,S
2841,0,3,female,32.0,1,0,18.2,C
2842,1,3,female,29.1,1,0,16.17,C
2843,1,3,male,11.2,0,0,12.53,S
2844,1,1,female,31.2,0,1,19.14,S
2845,0,3,female,31.4,0,0,28.15,S
2846,0,2,male,16.4,0,0,25.88,C
2847,1,3,female,13.4,0,0,66.84,S
2848,0,3,male,23.3,0,0,14.74,S
2849,0,1,male,30.9,0,0,13.25,S
2850,0,3,male,23.6,0,0,28.08,C
2851,1,1,female,15.3,1,0,1.96,S
2852,0,2,male,34.0,0,1,4.74,C
2853,0,3,male,37.5,1,0,65.0,C
2854,1,3,male,31.7,0,1,27.23,S
2855,0,2,male,22.1,0,0,2.75,Q
2856,0,1,female,38.3,0,0,23.22,S
2857,0,3,female,27.3,1,0,20.32,S
2858,0,3,male,13.4,0,0,11.3,Q
2859,0,3,male,44.5,0,0,18.62,S
2860,0,1,male,34.9,1,0,8.35,S
2861,1,2,male,28.3,3,0,23.85,S
2862,0,3,male,8.0,0,1,21.01,S
2863,1,3,male,19.6,0,0,37.41,S
2864,0,2,male,58.3,1,0,113.96,Q
2865,0,3,male,8.9,0,0,8.21,S
2866,0,3,male,26.5,0,1,21.61,Q
2867,0,2,female,29.8,1,1,33.04,S
2868,1,1,male,34.5,0,0,31.67,S
2869,0,3,female,9.0,1,0,43.31,S
2870,0,3,male,32.4,0,0,12.48,S
2871,1,3,male,6.4,0,2,40.27,S
2872,1,3,male,31.4,0,0,8.98,C
2873,1,2,female,20.9,0,0,5.36,S
2874,0,1,female,17.9,0,1,71.27,S
2875,1,3,female,41.7,1,0,25.68,S
2876,0,2,female,26.7,0,1,20.25,S
2877,0,3,male,36.6,1,0,105.53,S
2878,0,3,female,37.1,0,1,49.48,C
2879,0,3,female,47.8,1,0,45.22,S
2880,0,1,female,13.1,1,0,8.64,S
2881,0,3,female,42.9,0,0,9.39,S
2882,1,3,female,30.2,1,0,26.4,S
2883,0,3,male,24.7,0,0,42.26,S
2884,0,3,female,13.9,0,0,20.12,S
2885,0,1,female,38.5,0,0,2.65,S
2886,1,1,female,17.1,2,0,45.96,S
2887,0,2,male,37.2,0,1,59.44,S
2888,0,2,male,57.0,0,0,115.51,S
2889,1,3,female,43.7,1,1,21.02,S
2890,1,3,female,49.5,0,1,11.94,S
2891,0,3,female,19.9,1,1,104.04,C
2892,1,3,male,40.7,1,1,50.23,S
2893,1,1,female,14.0,1,0,2.65,S
2894,1,3,male,26.7,1,0,34.7,S
2895,0,2,female,54.4,1,0,1.16,S
2896,1,1,male,21.5,1,0,10.27,S
2897,0,3,female,45.6,0,0,2.94,S
2898,0,3,male,44.2,0,0,9.17,S
2899,0,3,male,45.0,1,0,26.93,S
2900,0,1,male,12.3,1,0,14.2,S
2901,0,3,male,37.4,1,0,3.69,S
2902,1,2,female,27.8,1,0,26.32,S
2903,0,1,female,45.2,0,0,49.31,S
2904,0,3,female,6.8,0,0,2.18,C
2905,0,3,male,35.1,1,0,85.62,S
2906,0,3,female,33.2,0,0,42.35,Q
2907,1,3,male,2.1,1,0,29.31,S
2908,0,3,female,17.6,2,0,20.19,S
2909,0,3,female,4.4,0,0,19.99,S
2910,0,3,male,19.8,1,1,16.35,C
2911,0,3,male,37.7,1,1,4.92,S
2912,0,3,male,32.7,0,0,3.3,S
2913,1,3,female,32.4,0,2,14.77,S
2914,1,1,male,15.4,2,0,43.99,S
2915,0,3,female,45.7,1,1,13.61,S
2916,1,3,male,29.7,1,1,66.91,S
2917,1,2,female,30.5,1,0,19.14,Q
2918,1,3,female,43.2,0,0,39.9,S
2919,0,1,male,16.1,1,0,22.62,S
2920,0,3,female,33.2,0,1,27.55,S
2921,0,3,female,35.9,1,0,11.52,C
2922,1,1,female,22.4,0,0,28.85,Q
2923,1,2,male,39.1,0,0,4.69,S
2924,0,3,male,36.7,0,1,19.56,S
2925,0,2,male,28.6,1,1,23.79,C
2926,1,2,male,28.1,2,0,48.7,S
2927,1,3,male,37.3,0,1,20.45,S
2928,1,3,male,41.0,0,0,43.8,S
2929,1,3,female,30.9,1,0,7.68,S
2930,0,3,male,45.7,2,0,1.02,S
2931,0,3,female,39.2,0,0,28.2,C
2932,1,3,male,5.0,0,0,25.69,S
2933,0,3,female,10.3,1,1,44.32,S
2934,0,2,female,46.6,0,0,15.05,S
2935,1,3,male,26.5,1,0,1.21,S
2936,0,3,female,32.3,0,1,51.43,S
2937,1,3,male,46.0,0,0,114.04,C
2938,0,1,female,29.9,0,0,20.05,C
2939,1,1,male,30.5,0,0,37.78,S
2940,0,2,male,17.8,0,0,31.47,S
2941,0,2,male,35.2,0,0,33.39,Q
2942,0,3,male,38.2,1,0,80.81,S
2943,0,1,male,21.9,0,1,53.32,Q
2944,1,3,male,17.1,0,1,58.75,Q
2945,1,2,male,66.8,1,2,3.77,S
2946,0,2,female,28.7,1,0,6.35,S
2947,0,3,male,20.4,0,0,43.54,Q
2948,0,1,male,39.9,0,0,31.1,C
2949,0,3,male,29.3,1,1,59.54,S
2950,1,1,female,14.8,1,0,3.91,C
2951,1,3,male,36.8,1,0,33.43,Q
2952,1,3,male,18.1,0,0,26.63,S
2953,1,3,male,52.1,0,0,77.15,S
2954,0,2,male,36.9,1,0,8.29,S
2955,1,2,male,26.1,0,0,17.15,C
2956,1,3,male,31.5,0,1,6.52,Q
2957,1,3,male,42.6,0,0,24.04,S
2958,1,3,male,32.6,0,0,85.28,S
2959,0,2,male,59.7,0,1,44.39,S
2960,1,3,male,45.9,2,0,54.55,C
2961,0,1,male,36.8,0,1,3.92,S
2962,0,1,female,16.9,0,2,24.06,C
2963,0,3,male,27.9,0,0,72.97,S
2964,1,1,female,36.7,1,0,72.68,S
2965,1,1,male,18.5,1,1,176.98,S
2966,1,1,male,48.1,0,0,29.87,S
2967,1,2,female,16.4,1,0,0.08,S
2968,0,3,male,21.1,0,0,91.73,S
2969,1,3,male,22.1,0,0,125.12,S
2970,0,1,male,40.4,0,0,105.1,S
2971,0,3,male,18.7,0,2,59.12,S
2972,0,3,female,4.8,3,0,9.53,S
2973,1,3,male,45.2,2,1,5.99,S
2974,1,2,male,23.8,0,0,48.28,S
2975,0,3,female,15.0,1,1,6.05,S
2976,0,3,female,19.4,0,0,122.57,S
2977,1,1,female,54.0,0,3,23.61,S
2978,0,1,male,20.8,1,0,1.25,S
2979,1,1,female,28.3,0,0,6.53,S
2980,1,3,female,23.7,1,0,13.73,S
2981,0,1,female,12.7,2,3,48.66,C
2982,0,3,female,19.6,0,1,53.47,S
2983,1,1,female,11.8,0,0,9.58,S
2984,1,3,male,43.4,0,0,41.83,S
2985,0,2,male,31.4,1,1,1.29,S
2986,1,3,female,64.8,1,1,4.34,C
2987,0,3,male,20.1,0,0,30.63,S
2988,0,1,male,18.0,3,3,48.67,S
2989,1,3,male,51.5,1,2,98.31,Q
2990,1,1,female,44.8,1,0,23.03,S
2991,0,3,male,35.4,0,0,5.11,S
2992,1,3,female,14.4,0,0,105.79,S
2993,0,1,male,54.4,0,1,23.01,S
2994,0,1,male,29.0,0,1,27.52,Q
2995,0,2,male,24.0,0,0,77.08,S
2996,1,3,male,46.0,1,0,35.25,S
2997,0,3,female,29.7,0,0,14.35,S
2998,0,3,female,13.7,1,0,31.13,Q
2999,0,2,female,30.6,1,1,39.22,S
3000,1,1,male,19.1,0,0,88.22,S
3001,1,3,male,0.0,0,2,10.71,S
3002,1,1,male,17.7,3,0,32.78,S
3003,0,3,male,22.6,2,0,101.28,S
3004,1,2,male,13.8,2,1,1.86,S
3005,0,1,female,38.1,0,0,8.66,S
3006,1,3,male,19.1,1,0,17.01,C
3007,1,3,male,36.7,1,0,45.39,S
3008,0,3,female,12.7,0,0,73.77,Q
3009,1,1,male,42.7,0,1,8.88,S
3010,0,1,female,12.1,1,2,11.33,S
3011,0,3,female,0.0,0,0,69.33,C
3012,0,3,male,47.3,0,0,6.42,S
3013,0,3,male,18.0,2,0,12.11,S
3014,0,1,female,54.6,1,0,52.77,S
3015,1,3,male,37.9,0,0,7.27,S
3016,0,3,male,41.1,0,0,70.42,C
3017,1,3,female,44.6,2,1,26.97,S
3018,0,3,male,31.6,2,0,23.74,C
3019,0,2,male,31.7,0,1,5.81,S
3020,1,3,female,47.9,2,0,45.53,S
3021,0,3,female,31.6,1,1,86.17,S
3022,0,3,male,19.8,0,1,47.12,S
3023,1,3,male,38.2,2,0,15.24,S
3024,0,3,male,0.4,0,1,48.0,C
3025,0,3,male,48.5,1,0,28.53,S
3026,0,1,female,48.8,0,1,76.89,C
3027,1,1,female,46.8,0,0,24.62,Q
3028,1,1,female,46.2,0,1,10.84,S
3029,1,1,male,28.8,1,0,4.27,S
3030,1,2,male,28.5,0,0,13.2,S
3031,0,2,male,12.8,2,0,33.16,C
3032,0,2,male,54.5,0,0,7.46,S
3033,1,2,male,23.2,0,0,1.62,S
3034,0,1,male,34.8,0,0,23.83,C
3035,0,1,male,33.6,0,0,17.07,S
3036,0,3,female,11.2,0,0,21.82,S
3037,0,3,female,5.6,3,0,24.22,S
3038,1,3,male,30.1,1,0,58.11,S
3039,0,3,male,23.6,0,0,129.69,S
3040,0,3,female,28.7,1,1,12.17,C
3041,0,2,female,44.9,0,3,114.17,C
3042,1,3,male,33.1,0,2,10.37,S
3043,0,3,female,40.6,1,0,56.25,S
3044,0,3,female,36.2,0,0,45.75,S
3045,1,2,male,25.6,0,0,2.15,C
3046,1,3,male,16.0,0,0,51.63,S
3047,0,1,male,33.7,0,0,92.56,Q
3048,0,3,male,31.2,0,0,106.5,S
3049,0,3,male,42.8,1,0,46.23,S
3050,0,3,female,27.9,1,1,61.78,S
3051,0,3,female,25.8,0,0,2.97,S
3052,0,2,male,26.8,2,0,7.03,S
3053,0,3,male,17.1,0,0,12.18,S
3054,0,3,female,50.3,0,0,30.31,S
3055,1,1,male,46.0,1,0,19.53,S
3056,1,3,male,13.0,1,0,42.82,Q
3057,0,2,female,41.3,1,1,23.6,S
3058,0,1,male,4.2,0,0,59.67,S
3059,0,3,male,43.8,0,0,50.01,S
3060,1,2,male,20.3,1,0,55.02,C
3061,0,3,male,35.0,0,0,70.61,Q
3062,0,2,male,3.0,0,0,71.88,S
3063,0,1,male,13.2,0,0,60.48,S
3064,1,3,male,36.6,0,0,2.73,S
3065,1,2,male,20.2,0,1,39.04,S
3066,0,3,male,18.2,1,3,0.8,S
3067,0,3,male,49.5,2,0,54.47,S
3068,1,3,male,61.0,0,0,2.52,S
3069,0,3,female,43.1,1,0,163.49,Q
3070,1,3,male,14.7,0,0,38.08,S
3071,1,2,female,54.7,1,0,8.04,C
3072,0,3,male,8.1,0,0,25.27,S
3073,0,1,male,25.7,0,0,70.1,S
3074,0,3,female,30.8,1,1,7.94,Q
3075,0,3,male,56.9,0,0,30.78,C
3076,1,3,female,42.8,0,0,0.14,S
3077,1,3,male,23.5,2,2,62.13,S
3078,0,3,male,16.8,1,0,8.66,S
3079,0,3,female,44.0,0,0,19.59,S
3080,1,3,male,22.5,1,0,30.22,S
3081,1,2,male,33.0,2,0,6.26,C
3082,1,1,female,10.8,1,1,104.51,S
3083,0,3,female,38.0,0,0,25.31,C
3084,0,3,male,36.8,1,1,10.55,C
3085,1,1,male,12.6,0,0,53.14,S
3086,1,1,male,44.4,2,0,89.85,S
3087,0,2,male,37.8,1,0,97.52,Q
3088,0,3,male,40.4,0,0,22.56,C
3089,0,3,female,24.7,1,1,17.82,C
3090,0,2,male,32.5,1,0,105.95,S
3091,0,1,female,30.9,0,0,2.17,S
3092,1,2,male,27.9,1,0,55.54,S
3093,0,1,male,32.4,0,0,7.82,C
3094,1,1,female,47.6,2,0,25.06,S
3095,0,3,male,45.0,0,0,122.9,S
3096,1,3,male,13.5,0,0,34.81,S
3097,1,1,male,43.8,1,0,29.65,C
3098,0,1,female,46.7,0,1,2.55,C
3099,0,2,male,27.9,1,0,12.99,S
3100,0,3,male,37.1,0,0,0.12,S
3101,0,1,female,36.9,0,0,83.18,S
3102,1,2,male,18.1,1,0,41.41,Q
3103,1,1,female,24.7,0,0,5.02,Q
3104,0,3,male,40.5,2,0,18.07,S
3105,0,3,male,23.1,0,0,66.73,C
3106,0,3,female,43.7,0,0,6.05,S
3107,1,2,female,48.3,0,0,10.47,S
3108,0,3,female,46.0,0,0,31.18,Q
3109,0,3,female,57.7,0,0,6.26,S
3110,0,1,male,28.7,0,0,19.3,S
3111,1,1,male,32.5,0,0,160.98,S
3112,0,3,male,34.5,0,0,31.4,S
3113,1,1,female,29.2,0,0,48.36,S
3114,0,2,female,37.6,1,0,43.54,S
3115,0,3,female,6.0,1,0,9.52,C
3116,1,3,male,32.9,1,0,74.86,C
3117,1,2,male,10.7,0,0,5.21,S
3118,0,3,male,16.5,1,0,101.83,C
3119,0,3,female,40.3,0,0,9.74,S
3120,0,1,male,27.2,0,0,123.82,S
3121,0,3,female,39.8,0,0,63.97,S
3122,0,1,male,26.9,1,0,7.5,S
3123,0,1,male,45.5,0,0,6.99,S
3124,0,3,male,26.7,0,0,3.53,S
3125,1,1,male,2.6,0,0,11.37,S
3126,0,1,male,33.2,0,0,43.05,S
3127,1,1,male,0.0,0,0,29.38,Q
3128,0,3,male,9.7,0,0,38.01,S
3129,1,3,male,17.6,1,0,1.27,S
3130,1,1,female,15.9,2,2,3.33,S
3131,1,3,female,22.4,0,0,47.1,S
3132,1,1,male,15.4,0,0,75.33,S
3133,1,3,male,10.3,0,0,17.82,S
3134,0,2,male,51.6,1,0,7.28,S
3135,0,3,female,20.5,0,1,14.75,S
3136,0,3,male,0.0,0,0,21.24,S
3137,1,3,male,24.9,1,0,39.78,C
3138,1,1,female,14.3,1,0,21.07,C
3139,0,3,male,17.6,0,0,90.94,S
3140,0,1,female,39.9,1,0,20.51,S
3141,0,3,male,23.7,1,0,8.01,S
3142,1,2,male,13.9,2,0,11.42,S
3143,0,2,male,36.2,0,0,25.03,S
3144,0,1,female,46.1,2,0,61.02,S
3145,0,1,female,37.5,1,0,81.43,S
3146,0,3,male,0.0,1,0,8.2,C
3147,1,3,male,14.4,0,0,0.14,S
3148,1,3,male,30.7,0,0,81.43,S
3149,1,3,female,26.6,1,0,10.36,C
3150,0,3,male,25.4,3,0,68.96,Q
3151,1,2,female,16.2,0,0,32.01,C
3152,0,1,male,10.3,0,1,20.71,Q
3153,1,1,male,58.1,1,1,6.35,S
3154,0,2,male,30.4,1,0,44.59,S
3155,0,2,female,39.0,1,0,68.18,S
3156,1,1,female,30.1,1,1,24.73,S
3157,1,1,male,30.6,0,0,23.65,C
3158,0,1,male,29.1,1,0,56.31,S
3159,1,3,male,14.3,1,1,27.74,S
3160,0,1,male,8.8,0,0,61.6,S
3161,0,3,female,35.4,0,0,2.23,Q
3162,0,3,male,32.6,2,0,77.97,S
3163,0,3,female,43.1,0,0,12.16,S
3164,0,1,female,40.3,2,0,7.41,S
3165,0,2,female,18.7,1,0,1.31,C
3166,0,1,female,45.9,1,0,71.85,S
3167,1,2,male,40.7,0,1,2.48,S
3168,0,1,female,39.7,3,0,123.54,C
3169,1,3,male,61.5,0,0,33.28,C
3170,0,3,male,58.6,0,0,47.98,C
3171,1,3,female,39.7,0,0,51.68,Q
3172,0,2,male,37.9,1,1,13.85,Q
3173,0,2,female,45.1,1,0,65.69,S
3174,0,3,female,21.8,0,1,116.93,S
3175,0,1,female,22.0,0,0,18.47,S
3176,0,3,male,39.4,0,1,72.16,S
3177,1,3,female,18.0,0,0,59.14,C
3178,1,2,male,38.3,1,1,35.62,C
3179,1,2,female,32.2,0,0,18.33,S
3180,1,3,male,18.0,0,1,21.46,S
3181,0,1,male,30.4,1,0,14.7,C
3182,0,1,male,48.3,0,1,22.22,C
3183,0,1,male,31.2,0,0,182.74,S
3184,0,1,male,31.2,0,0,18.07,S
3185,0,3,male,34.6,0,2,43.81,S
3186,0,3,male,36.4,0,0,15.4,S
3187,0,1,female,25.4,0,1,25.14,S
3188,0,3,male,34.9,1,0,3.5,Q
3189,1,3,male,15.3,1,0,57.63,S
3190,1,3,male,18.8,3,0,43.27,C
3191,0,3,female,20.6,1,2,17.08,S
3192,1,2,male,36.6,0,0,29.76,S
3193,1,1,male,32.2,2,0,82.3,Q
3194,0,3,male,28.1,1,1,1.82,S
3195,0,3,male,39.7,0,0,106.49,S
3196,0,3,male,35.3,1,0,25.46,Q
3197,1,3,male,25.9,0,1,78.55,S
3198,1,3,female,15.5,0,0,79.07,S
3199,0,2,male,18.5,2,1,2.42,C
3200,0,1,male,9.5,0,0,60.86,C
3201,0,1,male,32.0,0,0,52.8,C
3202,0,3,male,17.9,2,0,1.77,S
3203,0,3,female,23.1,1,1,112.9,S
3204,1,3,male,28.2,0,1,40.26,S
3205,1,3,female,44.6,0,0,7.33,S
3206,1,3,female,43.0,0,2,5.25,S
3207,1,3,male,29.2,0,0,33.02,S
3208,1,3,female,47.7,0,0,2.43,S
3209,0,1,male,1.8,0,0,7.18,C
3210,0,3,female,56.3,0,1,118.61,S
3211,0,3,male,39.7,0,0,54.62,S
3212,1,1,male,31.4,2,0,38.02,S
3213,0,1,male,17.5,1,0,9.37,C
3214,1,3,male,23.9,0,0,9.86,S
3215,0,1,male,38.5,0,0,23.61,C
3216,0,3,male,38.8,0,0,56.11,S
3217,0,2,male,39.4,0,1,0.16,S
3218,0,3,male,19.8,1,0,1.81,S
3219,1,3,male,17.0,1,1,81.64,S
3220,1,2,male,32.7,0,1,67.29,S
3221,0,2,male,40.8,1,0,47.46,Q
3222,0,3,male,30.0,0,0,27.69,S
3223,0,3,male,50.7,0,1,6.27,S
3224,0,3,male,30.5,0,0,4.31,C
3225,0,2,male,30.0,1,2,94.31,S
3226,1,1,female,39.4,0,0,19.28,Q
3227,0,2,male,47.1,2,0,47.59,S
3228,0,3,male,11.1,0,0,24.37,Q
3229,0,1,male,14.3,1,0,52.51,S
3230,0,2,male,25.6,0,0,8.59,Q
3231,0,1,male,74.2,0,1,26.51,S
3232,0,2,male,26.3,0,1,18.92,S
3233,0,3,male,28.3,0,0,11.24,C
3234,0,1,male,38.7,0,0,36.42,S
3235,0,3,female,43.7,2,0,30.8,S
3236,0,3,male,32.4,0,0,27.38,S
3237,0,1,male,46.3,0,0,35.77,C
3238,1,3,female,13.3,0,2,6.15,Q
3239,0,3,male,19.3,0,0,18.52,Q
3240,0,3,female,46.3,0,0,15.7,C
3241,0,1,female,30.2,0,0,58.64,S
3242,0,1,male,12.3,0,0,1.46,S
3243,0,1,male,11.5,1,2,13.25,S
3244,1,3,female,18.6,0,0,100.19,S
3245,1,3,female,30.0,1,0,14.29,S
3246,0,3,female,36.5,0,0,6.59,S
3247,0,2,male,25.4,0,1,56.64,S
3248,0,1,male,35.4,1,0,1.96,S
3249,1,3,female,23.9,1,1,22.23,S
3250,1,3,male,47.1,0,0,77.34,C
3251,0,3,female,65.7,0,0,123.25,S
3252,0,3,male,24.5,2,1,11.46,S
3253,0,2,female,36.7,0,0,14.05,S
3254,0,2,male,35.6,0,1,33.5,S
3255,0,1,male,31.9,2,0,10.28,C
3256,0,2,female,39.1,1,0,6.54,C
3257,1,1,male,36.7,0,1,22.2,S
3258,0,2,male,23.4,0,1,3.0,S
3259,0,1,male,48.4,0,0,89.86,S
3260,1,1,female,32.8,1,0,16.27,S
3261,0,3,female,24.6,2,1,16.4,S
3262,0,2,male,64.2,0,0,62.69,S
3263,0,3,male,28.4,1,0,16.71,S
3264,0,3,male,33.6,1,0,57.24,S
3265,1,3,female,32.5,3,0,8.0,S
3266,0,3,male,28.2,0,0,30.11,C
3267,0,1,male,36.3,0,0,58.53,S
3268,0,3,male,18.2,0,1,23.91,S
3269,1,3,male,38.4,0,0,2.98,S
3270,1,3,female,5.4,2,0,53.41,Q
3271,0,1,male,11.8,3,1,27.25,S
3272,0,2,male,55.6,1,1,15.22,C
3273,1,1,male,12.4,1,1,197.32,S
3274,0,3,female,2.6,1,0,83.52,C
3275,1,3,male,12.8,0,0,1.54,S
3276,1,2,male,54.4,1,1,36.02,S
3277,1,3,male,4.9,0,1,17.51,S
3278,0,3,female,16.6,0,0,1.52,S
3279,0,2,male,9.6,1,1,0.45,C
3280,1,3,male,26.2,1,0,35.06,S
3281,0,3,male,23.9,1,1,15.43,Q
3282,0,1,male,23.3,0,0,48.6,C
3283,1,3,female,56.0,0,0,24.24,S
3284,1,1,male,13.2,0,0,58.18,C
3285,0,3,female,28.6,0,0,67.08,S
3286,0,3,male,34.7,0,0,42.83,S
3287,0,3,male,16.3,0,0,21.65,C
3288,1,2,male,36.8,0,0,178.54,S
3289,1,2,female,24.4,0,0,14.65,S
3290,0,1,male,35.2,1,0,28.91,S
3291,0,3,female,28.5,1,0,29.39,C
3292,1,1,male,1.3,1,0,22.37,S
3293,0,3,male,48.3,0,1,5.18,S
3294,0,1,female,59.0,0,1,17.47,S
3295,1,2,female,27.5,0,0,9.69,S
3296,0,1,male,17.4,1,0,92.05,S
3297,1,3,male,51.1,0,0,42.61,C
3298,0,3,male,56.5,1,0,13.58,S
3299,0,2,male,27.6,0,0,33.36,S
3300,1,1,male,26.9,0,0,76.75,S
3301,0,3,male,28.9,0,0,108.99,S
3302,1,1,male,6.6,0,0,3.12,S
3303,0,3,male,25.9,1,0,61.84,C
3304,0,3,female,54.0,1,0,135.62,S
3305,0,3,female,27.6,1,0,25.19,S
3306,0,3,male,15.4,0,0,216.45,S
3307,0,3,female,37.0,0,0,125.93,S
3308,0,3,male,20.7,2,1,42.79,S
3309,0,3,male,29.1,1,0,75.25,S
3310,0,3,male,12.2,4,1,14.07,S
3311,1,2,male,15.5,0,0,99.78,C
3312,1,3,female,40.3,0,0,35.85,S
3313,1,1,male,31.6,2,0,28.51,S
3314,0,3,male,19.1,0,0,72.23,S
3315,0,3,male,31.7,0,0,88.11,S
3316,1,1,female,21.5,0,1,48.33,S
3317,0,1,female,19.0,0,0,1.01,S
3318,0,3,female,46.3,1,0,36.37,S
3319,1,3,male,41.0,1,1,68.96,S
3320,1,3,male,29.7,2,0,31.52,S
3321,0,3,male,32.0,1,0,109.25,S
3322,0,2,male,29.9,3,0,91.04,S
3323,1,3,male,36.8,0,1,30.17,Q
3324,0,3,female,18.8,0,0,20.69,S
3325,1,3,male,42.1,0,0,2.27,S
3326,1,1,male,34.9,1,1,40.05,C
3327,1,3,female,26.3,0,0,12.37,C
3328,0,2,female,23.2,0,0,44.16,S
3329,0,2,male,41.8,2,0,64.13,S
3330,1,3,male,27.9,0,2,21.02,C
3331,1,1,male,20.2,0,0,0.63,S
3332,1,2,female,24.6,0,0,80.17,S
3333,0,3,female,40.8,3,0,31.85,S
3334,0,3,male,7.5,1,0,15.12,C
3335,1,2,female,25.0,1,1,40.18,S
